Date,Title,Full Text,Link
"January 12, 2024",everything RF Publishes its 2nd Print Magazine Covering Latest Innovations in the RF/Microwave Industry,"everything RF, the leading online publication for the RF and Microwave industry, has published the 2nd edition of its printed/digital magazine. Carrying on from our maiden edi... Read More",/news/details/17725-everything-rf-publishes-its-2nd-print-magazine-covering-latest-innovations-in-the-rf-microwave-industry
"January 12, 2024",Telit Cinterion Adds Cellular/Satellite Connectivity Services to its 3GPP Rel-17 NB-IoT-Over-NTN-Compliant Modules,"Telit Cinterion, an end-to-end IoT solutions enabler, has announced a solution featuring cellular and satellite connectivity services on its ME910G1 and ME310G1 modules. In pa... Read More",/news/details/17722-telit-adds-cellular-satellite-connectivity-services-to-its-3gpp-release-17-nb-iot-over-ntn-compliant-modules
"January 11, 2024",Cutting-Edge Advanced Channel Emulator Addresses the Evolving Needs of Satellite Communications Testing,"dBm Corporation, a pioneering force in RF test equipment and components, has developed the Advanced Channel Emulator (ACE9600) to address the evolving needs of satellite commu... Read More",/news/details/17711-cutting-edge-advanced-channel-emulator-addresses-the-evolving-needs-of-satellite-communications-testing
"January 11, 2024",Revenue for the Military Satellite Market to Cross US $15.8 Billion in 2024,"Research and Markets has published the ""Military Satellites Market Report 2024-2034"" report according to which the global revenue for the Military Satellites Market is forecas... Read More",/news/details/17701-revenue-for-the-military-satellite-market-to-cross-us-15-8-billion-in-2024
"January 03, 2024",Viasat Wins $900 Million Contract from U.S. Air Force to Provide Multi-Domain Capabilities,"Viasat, a global leader in satellite communications, has announced that it will work with the U.S. Air Force’s Cycle Management CenLife tr (eUSAF LCMC) to transition and integ... Read More",/news/details/17676-viasat-wins-900-million-contract-from-u-s-air-force-to-provide-multi-domain-capabilities
"January 03, 2024","Mobix Labs Acquires EMI Solutions, Manufacturer of EM Interference Filtering Products for Aerospace & Defense","Mobix Labs, a fabless semiconductor company developing disruptive next-generation connectivity technologies for 5G infrastructure, satellite communications, and defense indust... Read More",/news/details/17675-mobix-labs-acquires-emi-solutions-manufacturer-of-em-interference-filtering-products-for-aerospace-defense
"January 02, 2024",Top Satellite Products in 2023,"The satellite and space sector was in the spotlight in 2023. With new constellations, satellites and companies all developing innovative products and services. Radio Frequency... Read More",/news/details/17668-top-satellite-products-in-2023
"December 29, 2023",Saankhya Labs Receives $10 Million+ Order from NSIL for SATCOM Xponders on Fishing Vessels,"Saankhya Labs, a subsidiary of Tejas Networks, announced that it has received a Provisional Purchase order worth Rs. 96.42 Crores ($100+ Million) from NSIL (NewSpace India Lim... Read More",/news/details/17634-saankhya-labs-receives-10-million-order-from-nsil-for-satcom-xponders-on-fishing-vessels
"December 27, 2023",Comtech Selects CodeMettle to Supply Software Supporting U.S. Army Satellite Modems,"CodeMettle, an innovative developer of commercial off-the-shelf (COTS) network operations (NetOps) software, was recently awarded a contract from Comtech to integrate critical... Read More",/news/details/17644-comtech-selects-codemettle-to-supply-software-supporting-u-s-army-satellite-modems
"December 27, 2023",Redwire's Antenna Technology Successfully Demonstrates Link 16 Transmission from Space,"Redwire Corporation, one of the leaders in space infrastructure for the next-generation space economy, announced that its L-Band Link 16 Helical Antenna technology successfull... Read More",/news/details/17635-redwire-s-antenna-technology-successfully-demonstrates-link-16-transmission-from-space
"December 26, 2023",SWISSto12 Celebrates 2023 as a Landmark Year Owing to its Stellar Achievements,"SWISSto12, one of Europe’s fastest-growing aerospace companies and a leading manufacturer of advanced satellite payloads and Radio-Frequency (RF) systems, is celebrating 2023 ... Read More",/news/details/17650-swissto12-celebrates-2023-as-a-landmark-year-owing-to-its-stellar-achievements
"December 19, 2023",LG and Saint-Gobain Sekurit to Showcase Cutting-Edge Transparent Antenna for Vehicles at CES 2024,"LG Electronics (LG) will unveil its transparent antenna for automobiles at CES 2024. LG's transparent film-type antenna, which is applied directly to vehicle glass, was design... Read More",/news/details/17621-lg-and-saint-gobain-sekurit-to-showcase-cutting-edge-transparent-antenna-for-vehicles-at-ces-2024
"December 19, 2023",HawkEye 360 Broadens Spectrum Scanning with Acquisition of RF Solutions from Maxar Intelligence,"HawkEye 360, the world's leading defense technology company for space-based radio frequency (RF) data and analytics, announced today the acquisition of RF Solutions from Maxar... Read More",/news/details/17623-hawkeye-360-broadens-spectrum-scanning-with-acquisition-of-rf-solutions-from-maxar-intelligence
"December 18, 2023",ReliaSat Introduces K/Ka-Band Phased Array Flat Panel Antennas,"In the ever-evolving world of Satellite Communication, Flat Panel Antennas have emerged as a compact versatile solution. Among these, the K-band and Ka-band Phased Array Flat ... Read More",/news/details/17611-reliasat-introduces-k-ka-band-phased-array-flat-panel-antennas
"December 18, 2023",Kymeta Hawk u8 Flat Panel Antenna Approved on Eutelsat OneWeb’s LEO Network for Land Mobility,"Kymeta, the industry leader in flat panel satellite antennas, and Eutelsat Group, a global leader in satellite communications, have announced that Kymeta's electronically stee... Read More",/news/details/17609-kymeta-hawk-u8-flat-panel-antenna-approved-on-eutelsat-oneweb-s-leo-network-for-land-mobility
"December 15, 2023",Kratos Demonstrates Interoperability Success Using the DIFI Standard for Satellite Ground Technology,"Kratos Defense & Security Solutions, a technology company in defense, national security and global markets, demonstrated 100% interoperability success at the first ever DIFI P... Read More",/news/details/17601-kratos-demonstrates-interoperability-success-using-the-difi-standard-for-satellite-ground-technology
"December 14, 2023","Quectel's Satellite IoT Module Attains Global CE, FCC, IC, and RCM Certifications","Quectel, a global IoT solutions provider, has announced a major milestone for its satellite communication module, CC200A-LB, which has recently secured global certifications f... Read More",/news/details/17600-quectel-s-satellite-iot-module-attains-global-ce-fcc-ic-and-rcm-certifications
"December 14, 2023","Guerrilla RF Reports Record Shipments in Nov 2023, Expects to Close 2024 above $21 Million","Guerrilla RF, a leading provider of state-of-the-art radio frequency and microwave communications solutions, has announced a record month in terms of shipments in November 202... Read More",/news/details/17598-guerrilla-rf-reports-record-shipments-in-nov-2023-expects-to-close-2024-above-21-million
"December 14, 2023",RFOptic Wins a Large Order from a Major European Telco for its RFoF 4 GHz Bidirectional Subsystems,"RFOptic, a leading provider of RF over fiber (RFoF) and optical delay line (ODL) solutions for 5G industries used by aerospace and satellite companies and research labs, has a... Read More",/news/details/17596-rfoptic-wins-a-large-order-from-a-major-european-telco-for-its-rfof-4-ghz-bidirectional-subsystems
"December 13, 2023",Akoustis Receives Order from Leading Commercial SATCOM Company for Use of its XBAW Foundry Services,"Akoustis Technologies, an integrated device manufacturer (IDM) of patented bulk acoustic wave (BAW) high-band RF filters for mobile and other wireless applications, announced ... Read More",/news/details/17591-akoustis-receives-order-from-leading-commercial-satcom-company-for-use-of-its-xbaw-foundry-services
"December 13, 2023",Taoglas Plays a Pivotal Role in the Launch of Ireland's First Satellite,"Taoglas, a trusted provider of antennas and IoT components that help solve complex engineering problems, has played a pivotal role in the launch of Ireland's first satellite, ... Read More",/news/details/17589-taoglas-plays-a-pivotal-role-in-the-launch-of-ireland-s-first-satellite
"December 12, 2023","Airbus Begins Manufacturing of Six Galileo Second Generation (G2) Satellites at Friedrichshafen, Germany","Airbus has started full production of the six Galileo Second Generation (G2) satellites at their site in Friedrichshafen, Germany. With the arrival of the first satellite Flig... Read More",/news/details/17583-airbus-begins-manufacturing-of-six-galileo-second-generation-g2-satellites-at-friedrichshafen-germany
"December 11, 2023",Sateliot and t42 Collaborate to Develop a Satellite-Based 5G IoT Maritime Tracking Solution,"Sateliot, the first company to operate a Low-Earth orbit (LEO) 5G IoT satellite constellation, and t42, the global provider of IoT tracking devices for maritime containers, ha... Read More",/news/details/17573-sateliot-and-t42-collaborate-to-develop-a-satellite-based-5g-iot-maritime-tracking-solution
"December 08, 2023","Gilat Wins $20 Million Contract Extension from the US Army to Provide Anytime, Anywhere Satellite Connectivity","Gilat Satellite Networks, a leading global provider of satellite-based broadband communications, has announced that the United States Army awarded a nearly $20 million contrac... Read More",/news/details/17559-gilat-wins-20-million-contract-extension-from-the-us-army-to-provide-anytime-anywhere-satellite-connectivity
"November 30, 2023","NTT, SKY Perfect JSAT, and Amazon Collaborate to Provide LEO Satellite Connectivity in Japan","Nippon Telegraph and Telephone Corporation (NTT), NTT DOCOMO, NTT Communications Corporation (NTT Com), and SKY Perfect JSAT Corporation (SKY Perfect JSAT) have formed a strat... Read More",/news/details/17526-ntt-sky-perfect-jsat-and-amazon-collaborate-to-provide-leo-satellite-connectivity-in-japan
"November 29, 2023",Lockheed Martin's ESA Payload Demonstrator to Showcase Faster On-Orbit Sensor Calibration,Lockheed Martin will soon launch a unique wideband Electronically Steerable Antenna (ESA) payload demonstrator to show the company's investment in advanced technology to perfo... Read More,/news/details/17518-lockheed-martin-s-esa-payload-demonstrator-to-showcase-faster-on-orbit-sensor-calibration
"November 29, 2023",Trending Satellite & Space Products: November 2023 Edition,The Satellite and space sector has seen rapid growth over the last few years. everything RF has compiled a list of trending Satellite and Space Products on the website in Nove... Read More,/news/details/17522-trending-satellite-space-products-november-2023-edition
"November 28, 2023",Smiths Interconnect Receives £2 Million in Funding from UK Space Agency for its Space Qualification Laboratory,"Smiths Interconnect, a leading provider of microwave, optical, and radio frequency products for commercial aviation, defense, space, and semiconductor test and industrial mark... Read More",/news/details/17516-smiths-interconnect-receives-2-million-in-funding-from-uk-space-agency-for-its-space-qualification-laboratory
"November 28, 2023",Frequency Electronics Awarded $25 Million Contract to Develop Precision Frequency Systems,"Frequency Electronics, Inc, has been awarded a $25 million contract to supply precision frequency-generation systems for an upcoming national security satellite initiative. Un... Read More",/news/details/17512-frequency-electronics-awarded-25-million-contract-to-develop-precision-frequency-systems
"November 27, 2023",Get SAT to Provide Electronic Steerable Antennas for U.S. Air Force Research Laboratory's DEUCSI Program,"In an exciting development for space-based communication infrastructure, Get SAT, a leading company in Electronic Steerable Antennas (ESA), announced its role as a pivotal par... Read More",/news/details/17510-get-sat-to-provide-electronic-steerable-antennas-for-u-s-air-force-research-laboratory-s-deucsi-program
"November 24, 2023",Frequency Electronics Wins $19 Million Contract to Develop Frequency Generators and Microwave Synthesizers,"Frequency Electronics, a global supplier of precision time and frequency products, has been awarded a $19 Million contract from a major U.S. aerospace prime contractor to supp... Read More",/news/details/17504-frequency-electronics-wins-19-million-contract-to-develop-frequency-generators-and-microwave-synthesizers
"November 23, 2023",Teledyne e2v Launches Radiation-Tolerant High-Power Limiter from 10 MHz to 6 GHz,"Teledyne e2v Hirel Electronics, a company that offers high-performance, high-reliability semiconductor solutions for critical functions of the complete signal chain, has intro... Read More",/news/details/17498-teledyne-e2v-launches-radiation-tolerant-high-power-limiter-from-10-mhz-to-6-ghz
"November 23, 2023",Hughes JUPITER 3 Satellite Begins Over the Air Testing with the Ground System,"Hughes Network Systems, an EchoStar company, announced its JUPITER™ 3 ultra-high-density satellite has successfully deployed its solar arrays and antennas, and the spacecraft ... Read More",/news/details/17488-hughes-jupiter-3-satellite-begins-over-the-air-testing-with-the-ground-system
"November 22, 2023",Celestia TTI-led Consortium Secures ESA Contract to Develop Tracking Radar for LEO Space Debris,A consortium led by Celestia TTI has been awarded a €9.9 Million contract from the European Space Agency (ESA) for the development of a Tracking Radar for LEO Space Debris Tra... Read More,/news/details/17487-celestia-tti-led-consortium-secures-esa-contract-to-develop-tracking-radar-for-leo-space-debris
"November 22, 2023",White Paper on 6th Gen Fixed Networks (F6G) Highlights Space-Ground Integrated Optical Networks,"Beijing University of Posts and Telecommunications, in collaboration with Tsinghua University, Peking University and other twelve academic partners, in the Asia Communications... Read More",/news/details/17490-white-paper-on-6th-gen-fixed-networks-f6g-highlights-space-ground-integrated-optical-networks
"November 20, 2023",KYOCERA AVX Introduces New Series of Miniature High-Pass Thin-Film Filters,"KYOCERA AVX, a leading global manufacturer of advanced electronic components engineered to accelerate technological innovation and build a better future, has released a new se... Read More",/news/details/17475-kyocera-avx-introduces-new-series-of-miniature-high-pass-thin-film-filters
"November 17, 2023",Lockheed Martin Prepares to Launch its 5G NTN Satellite Base Station Payload that Delivers 5G.MIL Capability,"Lockheed Martin is one step away from showcasing how its 5G.MIL capability can reach all domains around the world. In its final successful lab demonstration, the company valid... Read More",/news/details/17459-lockheed-martin-prepares-to-launch-its-5g-ntn-satellite-base-station-payload-that-delivers-5g-mil-capability
"November 17, 2023",DIFI Adds NATO Communications & Information Agency and Arabsat as Members in the EMEA Region,The Digital Intermediate Frequency Interoperability Consortium announced the addition of new members in the EMEA region to its growing family of organizations dedicated to the... Read More,/news/details/17463-difi-adds-nato-communications-information-agency-and-arabsat-as-members-in-the-emea-region
"November 16, 2023",Rapidtek Exhibits SATCOM Turnkey Solutions at Space Tech Expo Europe 2023,"Rapidtek Technologies Inc., the Taiwanese designer of AESA (Active Electric Scan Antenna) and provider of RF testing solutions, is participating in the 6th Space Tech Expo Eur... Read More",/news/details/17460-rapidtek-exhibits-satcom-turnkey-solutions-at-space-tech-expo-europe-2023
"November 15, 2023",Square Peg Communications and ESA Team up to Pioneer Testing of Hybrid 5G Networks Between Earth and Space,"5G in space is becoming a reality, and Square Peg Communications, a provider of satellite communications test equipment, is helping make it happen. Square Peg was selected by ... Read More",/news/details/17454-square-peg-communications-and-esa-team-up-to-pioneer-testing-of-hybrid-5g-networks-between-earth-and-space
"November 14, 2023",OQ Technology Achieves Milestone: Deploys Two New Cutting-Edge 5G IoT Satellites,"OQ Technology is thrilled to announce the successful launch of its two new Low Earth Orbit (LEO) satellites, TIGER-5 and TIGER-6, aboard SpaceX’s Falcon 9 rocket (rideshare mi... Read More",/news/details/17442-oq-technology-achieves-milestone-deploys-two-new-cutting-edge-5g-iot-satellites
"November 13, 2023",US SATCOM Operator Uses ViaLite's L-Band RF-Over-Fiber Links for High-Speed Ground Station Signaling,Extended frequency L-Band RF over fiber links from ViaLite are being used by a high profile Satcoms operator in the USA for the high speed transport of ground station signals ... Read More,/news/details/17436-us-satcom-operator-uses-vialite-s-l-band-rf-over-fiber-links-for-high-speed-ground-station-signaling
"November 10, 2023",Intelsat Secures U.S. Army's First Satellite Communication Managed Service Pilot Contract,"Intelsat, operator of one of the world’s largest integrated satellite and terrestrial networks, will soon provide the U.S. Army with new, flexible, and fully managed multi-orb... Read More",/news/details/17437-intelsat-secures-u-s-army-s-first-satellite-communication-managed-service-pilot-contract
"November 09, 2023",ThinKom to Deliver 500 SATCOM Antenna Terminals for the Regional Jet Market,"ThinKom’s ThinAir® Ka1717 terminal is ready to take flight. The company has secured a contract to deliver 500 shipments of the system, allowing for broad deployment of the inn... Read More",/news/details/17424-thinkom-to-deliver-500-satcom-antenna-terminals-for-the-regional-jet-market
"November 08, 2023",Qorvo Introduces the World’s Highest Power Ku-Band Satellite Communications Amplifier,"Qorvo, a leading global provider of connectivity and power solutions, has introduced the world's highest-power Ku-Band satellite communications amplifier in a highly compact 7... Read More",/news/details/17417-qorvo-introduces-the-world-s-highest-power-ku-band-satellite-communications-amplifier
"November 06, 2023",iDirect Government Unveils New Man-Portable Software-Defined Radio Modem for Satellite Communications,"iDirect Government (iDirectGov), a provider of satellite communications to the United States military and government, has unveiled its REVOLUTION 450mp (man-portable) software... Read More",/news/details/17402-idirect-government-unveils-new-man-portable-software-defined-radio-modem-for-satellite-communications
"November 03, 2023",HawkEye 360 Awarded $12.25 Million Contract to Support Maritime Awareness in Indo-Pacific Region,"HawkEye 360, the preeminent provider of defense technology solutions for space-based radio frequency (RF) data and analytics, has received a $12.25 million contract from Naval... Read More",/news/details/17392-hawkeye-360-awarded-12-25-million-contract-to-support-maritime-awareness-in-indo-pacific-region
"November 02, 2023",CesiumAstro Successfully Tests its Cross-Link Comms Payloads on NASA's Starling Mission CubeSats,"CesiumAstro, a manufacturer of active phased array communications technology for space and airborne systems, has announced successful initial tests of its CommPack cross-link ... Read More",/news/details/17386-cesiumastro-successfully-tests-its-cross-link-comms-payloads-on-nasa-s-starling-mission-cubesats
"October 30, 2023",SES Space & Defense Awarded IDIQ Contract by US Department of Defense for pLEO Satellite Services,"SES Space & Defense, a leading provider of commercial satellite communication solutions to the U.S. Government, has been awarded a five-year, Indefinite Delivery Indefinite Qu... Read More",/news/details/17364-ses-space-defense-awarded-idiq-contract-by-us-department-of-defense-for-pleo-satellite-services
"October 26, 2023",Airbus and Northrop Grumman Sign MoU to Advance UK's SKYNET Military SATCOM Program,Airbus and United States-headquartered Defense prime Northrop Grumman have signed a Memorandum of Understanding (MoU) to develop and foster a strategic partnership in military... Read More,/news/details/17344-airbus-and-northrop-grumman-sign-mou-to-advance-uk-s-skynet-military-satcom-program
"October 26, 2023",Physicists at the University of Otago Create New Antenna Enabled by Atoms in the Rydberg State,Physicists from University of Otago have used a small glass bulb containing atomic vapor to demonstrate a new form of antenna for radio waves. The bulb was “wired up” with las... Read More,/news/details/17352-physicists-at-the-university-of-otago-create-new-antenna-enabled-by-atoms-in-the-rydberg-state
"October 25, 2023",ViaLite's Maritime Solutions Guarantee Uninterrupted SATCOM Connectivity on the Go,The maritime sector is embracing the use of optical fiber links instead of traditional coaxial cables to carry signals throughout maritime vessels. With fiber being lightweigh... Read More,/news/details/17340-vialite-s-maritime-solutions-guarantee-uninterrupted-satcom-connectivity-on-the-go
"October 23, 2023",u-blox Introduces Active L1/L5 Multi-Band GNSS Antenna for Meter Level Accuracy,"u-blox, a global provider of positioning and wireless communication technologies and services, has introduced the u-blox ANN-MB5, an active L1/L5 multi-band GNSS antenna joini... Read More",/news/details/17326-u-blox-introduces-active-l1-l5-multi-band-gnss-antenna-for-meter-level-accuracy
"October 23, 2023",NASA to Explore Near-Space Communications Capabilities to Support Artemis Missions to the Moon,NASA has selected the Kongsberg Satellite Services (KSAT) and SpaceLink Corporation to develop capability studies to explore and demonstrate communications and navigation serv... Read More,/news/details/17322-nasa-to-explore-near-space-communications-capabilities-to-support-artemis-missions-to-the-moon
"October 20, 2023",CesiumAstro Awarded NASA Contract to Assess Wideband SATCOM Capabilities,"CesiumAstro, an industry leader in active phased array communications technology for space and airborne systems, has been awarded a contract by NASA to perform a wideband sate... Read More",/news/details/17317-cesiumastro-awarded-nasa-contract-to-assess-wideband-satcom-capabilities
"October 18, 2023",L3Harris Technologies to Provide Manpack and Leader Radios for US Army’s Integrated Tactical Network,"The U.S. Army awarded L3Harris Technologies full-rate Manpack and Leader radio production orders under the Handheld, Manpack & Small Form Fit (HMS) program. These orders, tota... Read More",/news/details/17303-l3harris-technologies-to-provide-manpack-and-leader-radios-for-us-army-s-integrated-tactical-network
"October 17, 2023",Northrop Grumman and AFRL Collaborate to Advance Space-Based Connectivity for Warfighters,"Northrop Grumman Corporation is working with the Air Force Research Laboratory to integrate commercial space internet into airborne platforms, advancing connectivity for warfi... Read More",/news/details/17293-northrop-grumman-and-afrl-collaborate-to-advance-space-based-connectivity-for-warfighters
"October 16, 2023",The Global MilSatCom 2023 Event Will be Held in London from 6-9 November,"The Global MilSatCom Conference and Exhibition will be taking place this year in London, UK. This is the flagship event for the SAE Media Group and is set to give an unrivaled... Read More",/news/details/17288-the-global-milsatcom-2023-event-will-be-held-in-london-from-6-9-november
"October 12, 2023",CPI to Provide Ground-station Antenna Systems for NASA's Manned and Unmanned Lunar Missions,The Antenna Technologies division of Communications & Power Industries (CPI) has received a subcontract valued at more than $30 million to provide earth station antennas for t... Read More,/news/details/17269-cpi-to-provide-ground-station-antenna-systems-for-nasa-s-manned-and-unmanned-lunar-missions
"October 11, 2023",SWISSto12 Chooses Keysight's Payload Test System to Validate its HummingSat Geostationary Satellite,"Keysight Technologies announced that SWISSto12, one of Europe's fastest-growing satellite and radio frequency (RF) payload manufacturers, has selected the Keysight Payload Tes... Read More",/news/details/17270-swissto12-chooses-keysight-s-payload-test-system-to-validate-its-hummingsat-geostationary-satellite
"October 11, 2023","Kymeta Launches First Multi-Orbit, On-the-Move Flat-Panel Antenna for Military Applications","Kymeta, an industry leader in flat-panel satellite antennas, has introduced the Osprey u8 HGL, its first multi-orbit, on-the-move flat-panel antenna designed specifically for ... Read More",/news/details/17263-kymeta-launches-first-multi-orbit-on-the-move-flat-panel-antenna-for-military-applications
"October 11, 2023",Umbra Selected by NASA as Commercial Provider for its SAR Data Acquisition Program,"Umbra, a leader in advanced space radar technology, has announced that it has been selected by NASA as a commercial provider for its Commercial Satellite Data Acquisition(CSDA... Read More",/news/details/17261-umbra-selected-by-nasa-as-commercial-provider-for-its-sar-data-acquisition-program
"October 09, 2023","CesiumAstro, SES, and Hughes Demonstrate Scalable Ka-Band Active Phased Array SATCOM Terminal","CesiumAstro, SES, and Hughes have announced the successful over-the-air (OTA) demonstration of a scalable Ka-band active phased array terminal for satellite communications (SA... Read More",/news/details/17253-cesiumastro-ses-and-hughes-demonstrate-scalable-ka-band-active-phased-array-satcom-terminal
"October 09, 2023","Omnispace, Viasat, and Lacuna Space Demonstrate Non-Geostationary-Based IoT Satellite Connectivity","Omnispace, the company redefining global mobile connectivity, together with communications specialists Viasat and Lacuna Space, have demonstrated a first-of-its-kind, global, ... Read More",/news/details/17241-omnispace-viasat-and-lacuna-space-demonstrate-non-geostationary-based-iot-satellite-connectivity
"October 06, 2023",mmTron Introduces Highest Efficiency Class AB GaN Power Amplifier MMIC for LEO Satellite Downlinks,"mmTron, an innovative fabless semiconductor company that is developing mmwave linear power efficient broadband products, claims to have developed the highest efficiency class ... Read More",/news/details/17243-mmtron-introduces-highest-efficiency-class-ab-gan-power-amplifier-mmic-for-leo-satellite-downlinks
